,name,address,race,marital-status,occupation,pregnant,education-num,relationship,capital-gain,education,fnlwgt,class,income,native-country,hours-per-week,capital-loss,workclass,mean_glucose,std_glucose,kurtosis_glucose,skewness_glucose,mean_oxygen,std_oxygen,kurtosis_oxygen,skewness_oxygen
816,Peter Rosenthal,"USS Jones
FPO AA 61668", Black, Divorced, Other-service,f,9.0, Unmarried,0.0, HS-grad,172071.0,1.0, <=50K, Jamaica,40.0,0.0, Private,27.625,30.66018387,6.270232875,42.85890151,64.72575251,66.06538799,1.205214894,0.745529302
817,Ronnie Traylor,"58934 Hernandez Prairie Suite 544
Hoffmantown, NH 64421", White, Married-civ-spouse, Machine-op-inspct,f,5.0, Husband,0.0, 9th,167990.0,1.0, <=50K, Canada,40.0,0.0, Private,58.4296875,30.67411459,2.723478618,14.64021487,14.72993311,48.67706162,3.3766411510000003,10.29081577
818,Louie Payton,"158 Laura Causeway Apt. 178
Roytown, WA 42950", White, Never-married, Other-service,,10.0,,0.0,,271446.0,0.0, <=50K, United-States,,, Private,110.2109375,39.05958036,0.339418375,1.207183121,2.194816054,13.04877677,10.03163709,142.5239081
819,Jeffrey Bennett,"921 Felicia Corner Suite 480
Danielton, AR 78071", White, Divorced, Adm-clerical,f,7.0, Not-in-family,0.0, 11th,39110.0,0.0, <=50K, Canada,8.0,0.0, Federal-gov,140.171875,52.45431187,-0.06246272,-0.324978052,3.410535117,21.65253558,7.713617383,65.18627856
820,Carl Ponce,"USNS Bowers
FPO AE 78965", White, Married-civ-spouse, ?,f,12.0, Husband,0.0, Assoc-acdm,198686.0,0.0, >50K, United-States,2.0,0.0, ?,128.9375,48.83722165,0.050050388,0.1559388,1.264214047,15.75386846,13.54654036,190.8732175
821,Thomas Bowman,"7974 Rodriguez Ridge
New Eugeneview, PA 93219", White, Never-married, Adm-clerical,f,10.0, Unmarried,0.0, Some-college,105043.0,0.0, <=50K, United-States,40.0,0.0, Private,123.03125,56.85809329999999,0.150860545,-0.690054788,7.865384615,34.78110392,4.843046637,23.5623141
822,William Boscio,"1150 Burgess Fall Suite 448
Amandaside, NY 05182", White, Married-civ-spouse, Craft-repair,F,9.0, Husband,0.0, HS-grad,342768.0,0.0, <=50K, United-States,40.0,0.0, Private,112.25,49.3373274,0.143187275,-0.06839026200000001,3.693979933,20.17714187,7.222250439,60.78298507
823,Antonio Rowan,"016 Jacob Tunnel Apt. 031
Amandabury, CA 37683",, Never-married, Prof-specialty,f,, Own-child,0.0,,236687.0,, <=50K, United-States,40.0,0.0,,113.2265625,51.88331482,0.124636232,-0.616021072,2.699832776,17.27142264,8.541856461,87.01178401
824,Cleveland Maldonado,"32581 Robertson Lakes
Shannonshire, DC 85376", White, Divorced, Other-service,f,10.0, Unmarried,0.0, Some-college,175070.0,1.0, <=50K, United-States,40.0,0.0, Private,48.7265625,34.17480679,3.856358892,19.61184642,21.82023411,52.39793671,2.7776416580000003,7.23326483
825,Adam Bermudez,"50679 Kirk Summit
New Ashleyshire, IN 36901", White, Never-married, ?,f,9.0, Not-in-family,0.0, HS-grad,192644.0,1.0, <=50K, United-States,40.0,0.0, ?,48.0,33.12523585,3.232482712,14.97328566,69.98076923,62.08698018,0.678813792,0.096656476
826,James Ahn,"63052 Melissa Island Suite 755
New Michaelmouth, DC 85496", White, Never-married, Handlers-cleaners,f,10.0, Own-child,0.0, Some-college,205839.0,1.0, <=50K, United-States,40.0,0.0, Private,18.296875,30.71602782,5.776291204,35.34187925,55.08277592,63.57774324,1.253040864,1.000620808
827,Freeman Mcintosh,"USNV Guzman
FPO AP 35909", White, Married-civ-spouse, ?,FALSE,9.0, Husband,0.0, HS-grad,175032.0,0.0, <=50K, United-States,40.0,0.0, ?,121.5234375,46.99068472,0.290263595,-0.157445479,1.664715719,15.87331091,11.06697205,134.69490249999998
828,Robert Li,"34664 Arias Rue Suite 842
Weaverstad, MD 09844", Black, Never-married, Machine-op-inspct,f,9.0, Not-in-family,0.0, HS-grad,485496.0,0.0, <=50K, United-States,40.0,0.0, Private,126.328125,44.4241118,0.06893632599999999,0.067064809,2.118729097,16.19284754,9.324483493999999,99.98182757
829,Donald Frase,"569 Kenneth Ferry
Brandontown, NC 48912", White, Married-civ-spouse, ?,f,13.0, Husband,9386.0, Bachelors,35303.0,0.0, >50K, United-States,30.0,0.0, ?,118.265625,53.47041886,0.259008014,-0.3991513470000001,31.19816054,61.91723651,1.692356947,1.331999596
830,Mark Knight,"17886 Stewart Pine Apt. 555
Evansstad, MI 92742", White, Widowed, Adm-clerical,f,9.0, Unmarried,0.0, HS-grad,151910.0,1.0, <=50K, United-States,40.0,0.0, Private,114.8515625,44.30347931,0.14242548,0.08764916699999999,3.16722408,22.30752972,7.591025041,59.74558737
831,James Randle,"0866 Richards Drive Apt. 377
Michaelshire, AK 60511", White, Married-civ-spouse, ?,f,13.0, Husband,10605.0, Bachelors,249043.0,1.0, >50K, United-States,40.0,0.0, ?,8.2734375,32.70624817,6.015472886,37.02988934,73.28177258,47.50191021,1.431424939,2.364449475
832,Roger Hurst,"617 Nichols Camp Suite 743
North Victorstad, NH 21455", White, Never-married, Handlers-cleaners,f,3.0, Not-in-family,0.0, 5th-6th,273828.0,0.0, <=50K, Mexico,40.0,0.0, Private,135.9609375,45.43236772,0.036673166,0.113780829,55.45401338,79.7834573,0.859006816,-1.04303387
833,Michael Stroope,"22935 Lara Way Suite 299
West Howard, AK 79949", White, Married-civ-spouse, Prof-specialty,f,10.0, Husband,7688.0, Some-college,318280.0,1.0, >50K, United-States,50.0,0.0,,94.7734375,48.13948075,0.560923105,0.438904455,12.72826087,46.58635206,3.735397049,12.95735422
834,Michael Pope,"98657 Jonathan Plains
East Brianport, NM 32364", White, Married-civ-spouse, Exec-managerial,f,14.0, Husband,99999.0, Masters,197399.0,0.0, >50K, United-States,55.0,0.0, Private,162.15625,47.83899389,-0.473335434,0.331798919,4.918060201,23.66901736,6.157715418,42.992849
835,Franklin Roberts,"1877 Bradley Dam
Kirkburgh, NC 81006", White, Married-civ-spouse, Machine-op-inspct,f,9.0, Husband,0.0, HS-grad,177727.0,0.0, >50K, United-States,40.0,0.0, Private,109.921875,39.79176449,0.261571176,1.002609883,1.865384615,16.78213054,10.57252882,121.7519525
836,Sam Fink,"818 Santiago Estate
Pughberg, OR 48438", White, Never-married, Exec-managerial,t,13.0, Not-in-family,0.0, Bachelors,198103.0,0.0, <=50K, United-States,40.0,0.0, State-gov,157.6640625,54.37489617,-0.728489332,0.127060565,28.03846154,43.67296592,1.429772905,1.716560762
837,David Michel,"005 David Brook Apt. 098
Riveraville, TN 36172", White, Never-married, Other-service,f,4.0, Own-child,0.0, 7th-8th,216804.0,1.0, <=50K, United-States,33.0,0.0, Private,26.53125,30.71820956,5.436224105,32.43774101,31.38628763,51.3579928,2.2790806580000003,5.406194859
838,Robert Barnett,"70417 Rodgers Gardens Apt. 766
Sarahport, NH 82668", White, Never-married, Exec-managerial,t,10.0, Not-in-family,0.0, Some-college,224640.0,1.0,<=50K, United-States,40.0,0.0, Private,76.046875,35.90022183,1.690227856,5.954116332000001,4.638795987,29.66484975,6.654852618,44.1848469
839,Charles Munos,"1161 Cheyenne Estates
Lake Jenniferland, SD 27333", White, Never-married, Other-service,f,7.0, Own-child,0.0, 11th,132652.0,0.0, <=50K, United-States,20.0,0.0,,151.5546875,55.83049242,-0.061114182,-0.6405703939999999,10.2951505,43.6049153,4.399017365,18.09436029
840,Steven Tovar,"54505 Tucker Shoals Apt. 617
South Morgan, CT 88805", White, Never-married, Other-service,f,9.0, Not-in-family,0.0, HS-grad,47151.0,1.0, <=50K, United-States,56.0,0.0, Private,89.7578125,45.67681067,0.96405992,1.841149022,4.777591973,29.49639794,6.256716043,38.48474417
841,Joseph Spector,"526 Young Shoal Suite 154
Port Lorishire, RI 95654", White, Married-civ-spouse, Sales,f,9.0, Husband,0.0, HS-grad,36327.0,0.0, >50K, United-States,40.0,0.0, Private,126.03125,55.24108207,-0.022869479,-0.55910988,2.053511706,13.34324874,10.2890452,142.8145146
842,James Ayala,"Unit 3230 Box 9523
DPO AA 55810", White, Married-civ-spouse, ?,f,10.0, Husband,0.0, Some-college,125926.0,0.0, <=50K, United-States,8.0,0.0, ?,138.1796875,51.5244835,-0.031852329,0.046797173,6.330267559,31.57634673,5.155939859,26.14331017
843,Darryl Wright,"77870 Heather Vista
Bennettberg, WA 82380", White, Married-civ-spouse, Exec-managerial,f,9.0, Husband,99999.0, HS-grad,216711.0,0.0, >50K, ?,50.0,0.0, Self-emp-inc,124.875,53.51138897,0.011036886,-0.48655312,1.60451505,10.95864588,13.2794533,254.232943
844,Tom Skipper,"35577 Boyer Expressway
North Paulfurt, MS 07884", Black, Never-married, ?,f,9.0, Unmarried,0.0, HS-grad,362787.0,0.0,<=50K, United-States,35.0,0.0, ?,87.0625,43.6156419,0.59585834,1.129064733,2.377926421,15.84564913,8.700077019,94.21052206
845,Bill Pena,"442 Sabrina Corners Apt. 314
North Brittanybury, NY 10146", White, Never-married, Craft-repair,f,9.0, Not-in-family,0.0, HS-grad,220460.0,0.0, <=50K, Canada,40.0,0.0, Private,124.546875,45.18829691,0.265986959,0.18598175100000006,1.294314381,11.06179062,13.83515149,256.8024561
846,Tony Vaughn,"137 James Island Suite 250
Lake Deniseville, NE 99741", White, Married-civ-spouse, Tech-support,f,10.0, Husband,0.0, Some-college,75839.0,0.0, <=50K, United-States,40.0,0.0, Private,112.1015625,53.25936535,0.269042727,-0.09150085,2.157190635,14.85859908,9.889504332000001,119.6511932
847,James Menzies,"455 Amber Freeway
West Timothyland, RI 32037", White, Married-civ-spouse, Adm-clerical,,9.0, Husband,3818.0, HS-grad,144056.0,0.0, <=50K, United-States,40.0,0.0, Private,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,Ramiro Abplanalp,"Unit 3180 Box 4950
DPO AP 79213", White, Widowed, Adm-clerical,f,10.0, Unmarried,0.0, Some-college,339163.0,1.0, <=50K, Mexico,40.0,0.0, Local-gov,34.7734375,29.19766013,6.539958541,46.27395894,62.85033445,78.48118349,1.0982176890000002,-0.035242971
849,Andrew Wright,"9280 Gonzalez Bridge Apt. 657
Autumnshire, CO 07971", White, Married-civ-spouse, Craft-repair,f,12.0, Husband,0.0, Assoc-acdm,111746.0,1.0, <=50K, Portugal,45.0,0.0, Private,82.671875,38.31410261,1.4798262269999998,4.046876263,99.409699,91.35474813,0.217772793,-1.535622078
850,Norman Larose,"788 Kimberly Valleys Suite 998
Port Tyronebury, WA 01087", White, Married-civ-spouse, Sales,F,6.0, Husband,0.0, 10th,253354.0,0.0, <=50K, United-States,40.0,0.0, Private,81.0703125,36.07374902,0.8185484740000001,3.042414426,2.358695652,13.75183538,9.174431288,118.2619458
851,David Lopez,"420 Jensen Place
Port Kyletown, KS 65788", White, Separated, Transport-moving,FALSE,6.0, Unmarried,0.0, 10th,182237.0,0.0, <=50K, United-States,40.0,0.0, Private,117.8671875,45.23953109,0.114129934,0.366840446,1.899665552,12.54376819,10.96417301,165.8360226
852,Russell Beer,"7028 Barnes Isle Apt. 451
Davischester, MS 10115", White, Divorced, Adm-clerical,f,10.0, Unmarried,0.0, Some-college,128054.0,0.0, <=50K, United-States,40.0,0.0, Local-gov,122.96875,41.19237215,0.067586621,0.524186046,4.257525084,22.2228129,6.6265028410000015,49.18366117
853,David Lackey,"USNV Patterson
FPO AA 81791", White, Never-married, Craft-repair,f,9.0, Own_child,0.0, HS-grad,160786.0,0.0, <=50K, United-States,40.0,0.0, Self-emp-not-inc,106.3828125,39.13919892,0.3902536620000001,0.555046582,4.589464883,25.331108800000006,6.208261299,41.64469184
854,Willie Robinson,"13693 Tiffany Springs
North Ericbury, CA 68355", White, Married-civ-spouse, Adm-clerical,FALSE,10.0, Husband,7688.0, Some-college,230292.0,1.0, >50K, United-States,40.0,0.0, Private,64.2734375,52.70195010000001,1.816040308,2.628986771,64.56521739,81.38336707,0.895259543,-0.633357674
855,Jesus Lee,"0207 Paul Mountains
New Chrisside, MO 53769", White, Married-civ-spouse, Sales,f,13.0, Husband,0.0, Bachelors,168796.0,0.0, <=50K, United-States,55.0,0.0, Self-emp-inc,109.828125,40.69572869,0.34886162,0.824932934,2.088628763,16.01203052,9.997709483,114.3981424
856,Charles Propes,"94959 Erickson Pines
Loganville, NH 16958", White, Married-civ-spouse, Handlers-cleaners,f,10.0, Husband,0.0, Some-college,104719.0,0.0, <=50K, United-States,40.0,0.0, Private,125.171875,45.76879897,-0.017724147,-0.059648420999999986,2.177257525,12.92104986,10.30560312,150.020585
857,James Anderson,"070 Patterson Heights
Patelstad, NM 10093", White, Married-civ-spouse, Exec-managerial,f,13.0, Wife,0.0, Bachelors,188900.0,1.0,<=50K, United-States,40.0,0.0, Private,76.8359375,44.27008325,1.883284618,4.619828098999999,1.822742475,14.56557142,12.68602242,182.2400012
858,Carson Brady,"373 Wells Point
North Sharon, LA 60656", White, Married-civ-spouse, Prof-specialty,f,14.0, Husband,0.0, Masters,204461.0,1.0, >50K, United-States,50.0,0.0, State-gov,93.0859375,51.14944821,1.298184844,1.792965793,126.8704013,97.17698793,-0.160468153,-1.586368761
859,David Key,"27113 Moore Port
Port Rachel, GA 29216", White, Married-civ-spouse, Adm-clerical,f,16.0, Husband,0.0, Doctorate,175935.0,0.0, >50K, United-States,55.0,0.0, Private,137.8515625,53.90473220000001,-0.23526904,-0.317421549,2.384615385,15.62646854,10.03631686,129.094393
860,Trent Prichard,"515 David Prairie
Lake Austinburgh, TX 34028", White, Divorced, Sales,f,10.0, Not-in-family,0.0, Some-college,63021.0,0.0, <=50K, United-States,35.0,0.0,,109.1875,49.02562308,0.375924678,0.274520763,4.402173913,24.5474347,6.362609188,43.10074064
861,Eldon Smiley,"757 Emily Divide Apt. 964
Fisherfort, WY 95039", White, Never-married, Handlers-cleaners,f,9.0, Own-child,0.0, HS-grad,362491.0,0.0, <=50K, United-States,40.0,0.0, Private,122.15625,55.28144432,0.28032291,-0.248097511,7.62458194,35.2157046,4.792720992,22.48090569
862,Floyd Johnson,"9581 Amy Ferry
West Christopher, UT 25069", White, Married-civ-spouse, Prof-specialty,f,12.0, Husband,0.0, Assoc-acdm,234096.0,0.0, >50K, United-States,40.0,0.0, Local-gov,124.0703125,45.64437664,-0.076008714,-0.288713874,4.857023411,24.98559035,5.856510725,37.06854429
863,Francisco Bratton,"053 Thomas Place Suite 165
Jennifershire, FL 07318", White, Never-married, Sales,f,7.0, Own_child,0.0, 11th,143331.0,0.0, <=50K, United-States,20.0,0.0, Private,88.1796875,36.19790084,0.450548023,2.541426843,2.035117057,14.67942059,9.699838062000001,115.644574
864,David Thomas,"212 Danny Street Apt. 589
West Andrewfurt, SD 90759", White, Married-civ-spouse, Transport-moving,FALSE,7.0, Husband,0.0, 11th,121523.0,1.0, <=50K, United-States,60.0,0.0, Private,30.0546875,33.46880744,4.544322404,22.49598839,81.03177258,83.94864647,0.5392202460000001,-1.097402939
865,Brian Sayle,"Unit 8665 Box 3853
DPO AE 91497", Black, Never-married, Transport-moving,f,10.0, Own-child,0.0, Some-college,326566.0,0.0, <=50K, United-States,40.0,0.0,,111.1796875,50.19764586,0.101481777,-0.114048765,1.6722408030000002,15.93516122,11.50708048,148.0430894
866,Robert Lucia,"3768 Jackson Dam
New Nicole, AK 21471", White, Married-civ-spouse, Machine-op-inspct,f,9.0, Husband,0.0, HS-grad,199116.0,0.0, <=50K, Puerto-Rico,40.0,0.0, Private,137.5,37.16517187,-0.021009306,1.245371225,3.239130435,25.12712842,8.179860132,68.01979216
867,Roy Latson,"27509 Webster Isle
South Andrewton, WY 53555", White, Married-civ-spouse, Machine-op-inspct,f,9.0, Husband,0.0, HS-grad,152307.0,0.0, <=50K, United-States,40.0,0.0, Private,110.046875,53.87657471,0.441956906,-0.112191243,3.100334448,17.81937336,8.434319701,85.66556393
868,Michael Randel,"Unit 6452 Box 6661
DPO AP 89742", White, Married-civ-spouse, Machine-op-inspct,f,14.0, Husband,0.0, Masters,308691.0,0.0, <=50K, United-States,48.0,0.0, Private,81.5234375,38.68037391,0.6880169190000001,2.134886293,1.821906355,13.13427777,10.97771452,155.5096693
869,Jimmy Darden,"835 Krystal Mission
East Melissa, HI 82007", Black, Never-married, Machine-op-inspct,f,9.0, Unmarried,0.0, HS-grad,232855.0,1.0,<=50K, United-States,40.0,0.0, Private,51.75,35.2894283,2.972401872,12.66023153,28.05602007,65.48732451,2.198024866,3.374351625
870,Gary Gerrald,"606 Pitts Forks
Port Daniel, RI 64504", White, Divorced, Exec-managerial,t,13.0, Not-in-family,13550.0, Bachelors,191227.0,0.0, >50K, United-States,50.0,0.0, Private,117.8515625,43.19289761,0.5578432210000001,0.810861197,2.007525084,15.01295239,10.53115762,134.45143190000002
871,John Yamazaki,"43800 Parker Valleys Suite 019
Mitchellshire, NE 82623", White, Divorced, Handlers-cleaners,f,4.0, Not-in-family,0.0, 7th-8th,326232.0,0.0,<=50K, United-States,48.0,0.0, Private,122.5625,54.07427617,0.008688182,-0.583308201,2.648829431,18.37282302,9.260363282,100.2009668
872,Lee Spells,"106 Rebecca Mills Suite 214
South Brian, HI 24230", White, Separated, Craft-repair,f,10.0, Not-in-family,0.0, Some-college,109609.0,0.0, <=50K, United-States,30.0,0.0, Self-emp-not-inc,108.4609375,45.12117407,0.253246069,0.201526973,2.127090301,13.63875437,9.442318972999999,122.9599057
873,Jonathan Spears,"698 Cody Prairie Suite 415
Port Jenniferchester, NE 12147", White, Married-civ-spouse, Handlers-cleaners,f,6.0, Husband,0.0, 10th,175127.0,1.0, <=50K, United-States,40.0,0.0,,115.6484375,57.50361264,0.39861108,-0.340352463,52.78344482,69.81926568,1.024687216,-0.162768523
874,Alex Stubblefield,"PSC 1476, Box 5156
APO AE 20184", White, Never-married, Craft-repair,f,9.0, Other-relative,0.0, HS-grad,311974.0,1.0, <=50K, Mexico,25.0,0.0, Private,120.203125,44.32820761,0.570941626,0.787799004,6.030936455,29.19459357,5.6190812,33.22576152
875,Raymond Washington,"8782 Jennifer Inlet Apt. 257
East Paul, KS 05781", White, Married-civ-spouse, Farming-fishing,f,9.0, Husband,0.0, HS-grad,59829.0,0.0, <=50K, France,25.0,0.0, Private,130.2890625,55.58540056,0.04746352,-0.318267094,2.317725753,13.19709303,10.39518795,148.2100889
876,Jeffrey Qualls,"1269 Shelby Plaza
North Louisfort, AK 13983", Black, Divorced, Machine-op-inspct,f,4.0, Unmarried,2964.0, 7th-8th,159522.0,1.0, <=50K, United-States,40.0,0.0, Private,96.6796875,38.56709527,0.59480517,1.523007235,70.40301003,71.44184990000002,0.20044232,-1.644414315
877,Quinton Mendez,"25251 Dawn Park
Lake Timothychester, VA 21822", White, Divorced, Other-service,f,7.0, Not_in_family,0.0, 11th,173804.0,0.0, <=50K, United-States,40.0,0.0, Private,105.453125,42.39838208,0.435126924,0.54297889,1.877090301,13.50959439,10.44108276,140.3588959
878,Jacob Guthrie,"47255 Michael Freeway Suite 080
East Christopherchester, NJ 21015", White, Married-civ-spouse, Adm-clerical,f,9.0, Husband,0.0, HS-grad,215908.0,0.0,>50K, United-States,40.0,2174.0, State-gov,138.890625,47.88809129,-0.028839198,-0.212770788,1.960702341,15.43296956,10.19556962,121.1664847
879,Victor Hampson,"5205 Hannah Junctions Suite 738
West Vickie, WY 41289", White, Divorced, Prof-specialty,f,13.0, Unmarried,0.0, Bachelors,33373.0,0.0, <=50K, United-States,40.0,0.0,,109.6171875,45.0633445,0.393423849,0.185964777,2.836120401,19.77418251,8.091847214,71.86328685
880,Michael Newton,"7801 Chelsea Throughway
Haleburgh, AL 51227", White, Married-civ-spouse, Exec-managerial,f,9.0, Husband,0.0, HS-grad,164898.0,0.0, <=50K, United-States,40.0,0.0, Private,117.8671875,61.86469246,0.484945313,-0.467291504,150.15384619999998,80.91702516,-0.95108566,-0.463280145
881,Mark Casey,"037 Davis Fords
East Joshuashire, NM 05150", White, Married-civ-spouse, Craft-repair,f,6.0, Husband,0.0, 10th,314007.0,0.0, <=50K, United-States,40.0,2051.0,,122.4296875,53.11451126,0.32041583100000004,-0.227108413,2.772575251,16.74234564,8.369333187999999,86.05560055
882,Charles Audet,"7790 Sierra Glens
Danielstad, WY 59728", White, Divorced, Adm-clerical,f,14.0, Not-in-family,0.0, Masters,74680.0,0.0, <=50K, United-States,60.0,2001.0, Federal-gov,83.359375,39.34954224,0.670330281,1.662319086,2.159698997,18.96428825,10.47874009,118.7001524
883,Bernard Williams,"258 Valerie Throughway
South Samanthafort, TX 69130", Asian-Pac-Islander, Never-married, Adm-clerical,f,10.0, Own-child,0.0, Some-college,159297.0,0.0, <=50K, United-States,15.0,0.0, Private,92.5625,41.0155744,0.618777768,1.279403109,3.703177258,21.97352519,7.042974791000002,54.46979492
884,Russell Gallagher,"5224 Ferrell Glens
Danielschester, WY 60176", White, Married-civ-spouse, ?,f,10.0, Husband,0.0, Some-college,116632.0,0.0, >50K, United-States,45.0,0.0, ?,130.984375,49.25348725,0.07792493,-0.178927182,2.8461538460000004,15.0694516,8.099629127,89.87261815
885,Nathan Woodrow,"636 Watson Garden
West Sean, ME 24418", White, Married-civ-spouse, Sales,f,10.0, Husband,0.0, Some-college,303090.0,1.0, <=50K, United-States,50.0,0.0, Self-emp-inc,65.078125,43.89611482,1.907605529,4.384834271,78.66889632,69.28976095,0.473621312,-0.650854637
886,William Gabriel,"USS Wu
FPO AP 06027", White, Married-civ-spouse, Prof-specialty,f,13.0, Wife,7688.0, Bachelors,162442.0,1.0,>50K, United-States,50.0,0.0, Private,35.640625,30.09794801,4.800069685,28.05925576,24.90301003,53.78264156,2.463464358,5.68723356
887,Jose Leon,"4201 Hartman Station
Lake David, MI 45365", White, Never-married, Adm-clerical,f,10.0, Not-in-family,0.0, Some-college,150861.0,1.0, <=50K, Japan,40.0,0.0, Private,30.8359375,48.74275224,3.11998017,9.41460999,135.777592,47.29665893,0.286947639,0.862177637
888,Michael Laughlin,"00530 Ramirez Curve Apt. 245
Timothyhaven, AL 82778", White, Never-married, Prof-specialty,f,13.0, Own-child,0.0, Bachelors,201569.0,1.0, <=50K, United-States,20.0,0.0, State-gov,8.2421875,31.03494656,7.005739422,49.67224062,137.85284280000002,67.04329019,-0.062367311,-1.092932703
889,Pablo Mizutani,"2738 Jared Lights Apt. 994
Washingtonmouth, MI 42662", White, Divorced, Craft-repair,f,9.0, Not-in-family,0.0, HS-grad,191535.0,1.0, <=50K, United-States,60.0,0.0, Private,31.25,29.7943472,5.168780031,32.00199897,19.06939799,51.18329936,2.966936784,8.228683085
890,Darrell Dickey,"8459 Johnny Port
East Angelica, NV 04193", White, Never-married, Exec-managerial,f,9.0, Not-in-family,0.0, HS-grad,148298.0,1.0, <=50K, United-States,50.0,0.0, Private,81.0078125,39.88822196,1.729321514,5.222868449,97.56187291,84.41051951,0.285843093,-1.314893301
891,Ryan Huffman,"839 Cunningham Squares
Jordanmouth, GA 40237", White, Never-married, Prof-specialty,F,13.0, Own_child,0.0, Bachelors,156464.0,0.0, <=50K, United-States,25.0,0.0, Private,120.3046875,55.29855878,0.170644772,-0.535796998,11.47073579,48.72640477,4.028343404,14.30282697
892,Gregory Gold,"33017 Castillo Pines
West Tanner, NH 47607", White, Never-married, Exec-managerial,f,13.0, Own-child,0.0, Bachelors,211424.0,0.0, <=50K, United-States,40.0,0.0, Private,115.9609375,49.69790022,0.119668227,0.128877489,1.5367892980000002,15.57722646,12.19897197,163.5490188
893,Kent Dawson,"3833 Hughes Court
South Kellyburgh, WY 58862", White, Married-civ-spouse, Craft-repair,f,5.0, Husband,0.0, 9th,155106.0,1.0, >50K, United-States,40.0,0.0,,47.4140625,31.60016993,3.240700034,16.55758793,21.86287625,50.98031878,2.550215406,6.050767157999999
894,John Moody,"9089 Troy Estates Apt. 992
South Jeremy, TX 86023", White, Married-civ-spouse, ?,f,5.0, Husband,0.0, 9th,45817.0,0.0, <=50K, United-States,50.0,0.0, ?,112.8671875,43.50868647,0.036304827000000005,-0.137659684,2.158862876,14.33106573,9.971399675,126.5787621
895,Carl Nelson,"680 Higgins Square
Sharonborough, NJ 01147", White, Never-married, Adm-clerical,f,12.0, Not_in_family,0.0, Assoc-acdm,36235.0,0.0, <=50K, United-States,40.0,0.0, Private,137.2421875,57.6537003,-0.108475131,-0.6948709279999999,3.326923077,18.99496442,7.829004937,71.40411328
896,Lawrence Bolinger,"60414 Mark Ville
Odonnellland, RI 84359", White, Divorced, Transport-moving,f,9.0, Not-in-family,0.0, HS-grad,98418.0,1.0, <=50K, United-States,30.0,0.0, Private,95.515625,54.56088691,1.020319126,0.654600589,61.63712375,79.82574307,0.853404387,-0.7567148440000001
897,Earl Martinez,"474 Kevin Land Apt. 117
North Jamesburgh, WI 89949", White, Never-married, Prof-specialty,f,13.0, Not-in-family,0.0, Bachelors,340917.0,0.0, >50K, United-States,50.0,0.0, Private,114.0703125,49.16286448,0.244839473,0.190307659,2.142976589,16.98712258,9.218707392999999,94.16148289
898,George Leisenring,"09856 Scott Viaduct Suite 183
Philipbury, SD 04399", White, Married-civ-spouse, Craft-repair,f,13.0, Husband,0.0, Bachelors,176101.0,0.0, <=50K, United-States,40.0,0.0, Private,87.3203125,38.17618155,0.60815347,2.145275272,2.327759197,17.37548918,9.045234913,92.66883434
899,Louis Lochrico,"358 Reed Springs
East Stevenport, NC 86309", White, Married-civ-spouse, Craft-repair,f,10.0, Husband,0.0, Some-college,368561.0,0.0, >50K, United-States,40.0,0.0, Private,124.3828125,39.3317463,0.191626311,1.00463672,5.846153846,27.54597392,5.185667022,28.51923717
900,Hector Ramirez,"4508 Morgan Light Suite 210
Port Rachel, CT 31884", White, Widowed, Adm-clerical,f,9.0, Own-child,0.0, HS-grad,238008.0,1.0, <=50K, United-States,40.0,0.0,,61.7109375,33.78982658,3.049806597,13.94469868,24.27424749,58.26434718,2.488989643,5.101222405
901,Kevin Smith,"2163 Pineda Village
Jameston, PA 08501", White, Divorced, Transport-moving,f,9.0, Not-in-family,0.0, HS-grad,64216.0,0.0, <=50K, United-States,90.0,0.0, Private,137.109375,58.53687865,-0.11208577,-0.580171595,2.321906355,14.27205405,9.623402094,120.6699338
902,Stephen Moore,"4837 Jennifer Ways Apt. 720
Port Stephanie, VT 00637", Black, Separated, ?,f,9.0, Unmarried,0.0, HS-grad,291374.0,1.0, <=50K, United-States,30.0,0.0, ?,35.859375,30.01346947,5.331252206,34.29799837,87.69648829,84.46670608,0.473213253,-1.090533639
903,Wayne Pullen,"02705 Sheila Shoals Suite 800
Michelleberg, KY 63437", White, Married-civ-spouse, Other-service,f,10.0, Husband,0.0, Some-college,84306.0,0.0, <=50K, United-States,40.0,0.0, Private,133.9765625,51.02396264,-0.125244006,-0.329046296,2.015886288,17.83814958,10.06417647,108.2407414
904,Rickey Bell,"USS Jones
FPO AE 94883", White, Married-civ-spouse, Craft-repair,f,9.0, Husband,0.0, HS-grad,184553.0,0.0, >50K, United-States,50.0,0.0, Self-emp-not-inc,131.9921875,46.32468566,0.071568777,-0.185215573,1.83361204,11.69554873,12.24079594,209.5485527
905,Brian Howard,"PSC 6112, Box 3846
APO AA 85706", White, Divorced, Exec-managerial,f,10.0, Not-in-family,0.0, Some-college,111469.0,0.0, <=50K, United-States,40.0,0.0, Private,130.09375,55.34457933,0.134560449,-0.6720350959999999,2.545150502,20.71801766,9.509455294,95.83425773
906,Harold Blais,"989 Patterson Courts Suite 797
East Christina, DC 66002", Asian-Pac-Islander, Married-civ-spouse, Exec-managerial,f,9.0, Wife,0.0, HS-grad,159297.0,0.0, >50K, ?,40.0,0.0, Private,138.234375,53.10389057,0.024652389,-0.318715654,2.358695652,19.30755998,10.15411008,110.5845633
