,name,address,sex,date_of_birth,race,marital-status,occupation,pregnant,relationship,education,income,native-country,workclass,education-num,capital-gain,fnlwgt,hours-per-week,capital-loss,kurtosis_glucose,kurtosis_oxygen,mean_glucose,mean_oxygen,skewness_glucose,skewness_oxygen,std_glucose,std_oxygen,age,class
465,Michael Isaac,"0569 Ortiz Ridge Suite 678
Jamesfurt, tX 54835", Male,29/7/1977, White, Married-civ-spouse, Handlers-cleaners,f, Husband, 1st-4th,<=50K, Italy, Private,2.0,0.0,132879.0,40.0,0.0,0.543618819,6.250715402999999,102.234375,4.75083612,0.4555624720000001,39.41359715,44.50780907,28.10226412,42.0,0.0
466,Nathan Gray,"Unit 0687 Box 1391
DPO AA 34256", Male,25/11/1963, White, Married-civ-spouse, farming-fishing,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,45093.0,70.0,0.0,3.617343951,2.936264579,39.484375,17.57274247,13.5868907,8.414207098,40.40768499,46.45606648,56.0,1.0
467,Greg Mcbride,"0737 Myers Road
North Richard, AL 21253", female,9/9/1979, White, Divorced, Machine-op-inspct,f, Unmarried, HS-grad,<=50K, United-States, Private,9.0,0.0,152073.0,40.0,0.0,0.372866591,9.384364735,91.1484375,2.39548495,0.983360034,103.9114165,42.76372036,16.94487264,40.0,0.0
468,Christopher Lopez,"50890 Erickson Cove
New Jason, Ut 76443", female,14/12/1976, White, Married-civ-spouse, Prof-specialty,f, Wife, Bachelors,>50K, United-States, Private,13.0,0.0,127610.0,40.0,0.0,0.211043743,6.959471613,120.84375,4.151337793,-0.151209565,59.06229379,51.09266054,20.59466291,42.0,0.0
469,Samuel Lauffer,"77145 Kristine Dale Apt. 823
South Blakehaven, MI 48178", Male,3/9/1958, Black, Never-married, Sales,f,Other_relative, Assoc-voc,<=50K, United-States, Private,11.0,0.0,133917.0,40.0,0.0,0.5954403620000001,10.54114659,108.328125,1.933946488,0.76671887,131.7601165,43.41318733,15.28343645,61.0,0.0
470,Harry Stowman,"865 Jeffrey Squares
Port tinaborough, CA 51046", female,19/2/1972, White, Never-married, Craft-repair,f, Unmarried, HS-grad,<=50K, United-States, Private,9.0,0.0,187983.0,40.0,0.0,0.469665712,13.15820066,106.625,1.202341137,1.6747211219999998,201.9769751,40.55185723,12.52038583,47.0,0.0
471,Dylan Johnson,"4124 Padilla Roads Apt. 390
tylermouth, tN 33479", female,14/11/1941, White, Never-married, Protective-serv,f,Not_in_family, Bachelors,>50K, United-States, Local-gov,13.0,4787.0,194630.0,43.0,0.0,1.029010972,-0.315211897,60.828125,13.815634680350989,-0.420055138,-1.099970877,44.96269916349231,65.58762074,78.0,1.0
472,thomas taylor,"78667 Hernandez Mount
Clarkborough, WA 22409", Male,21/11/1965, White, Married-civ-spouse, Craft-repair,f, Husband, 11th,<=50K, United-States, Private,7.0,0.0,165020.0,48.0,0.0,0.366115935,8.460500093,95.109375,2.989966555,1.417368335,74.90918791,43.30636399,22.610447600000004,53.0,1.0
473,David Humphrey,"64220 Perry Ridges Suite 106
Walshside, GA 30372", Male,14/8/1964, White, Married-civ-spouse, Prof-specialty,f, Husband, Some-college,<=50K, United-States, Private,10.0,0.0,107627.0,15.0,0.0,0.60742581,5.710553506,99.96875,5.673076922999999,0.213724664,33.34432509,46.82162586,29.8217555,55.0,1.0
474,Virgil Selman,"66909 frederick Path Apt. 504
Port Jennifermouth, AZ 00893", Male,26/9/1952, Amer-Indian-Eskimo, Never-married, Exec-managerial,f,Not_in_family, 1st-4th,<=50K, United-States, Self-emp-not-inc,2.0,0.0,60166.0,65.0,0.0,0.72649095,10.52891651,88.9375,1.7959866219999998,1.807447499,115.8816543,38.61645334,17.55064865,67.0,0.0
475,Scott Breeding,"954 Williams Stravenue Apt. 591
Lake Casey, NY 01636", female,8/12/1966, White, Married-civ-spouse, Exec-managerial,f, Wife, HS-grad,>50K, United-States, Private,9.0,0.0,205493.0,60.0,0.0,-0.148519324,8.755388296,132.296875,2.471571906,0.159518941,85.95908186,46.90271837,17.63756332,52.0,0.0
476,Martin Jenkins,"604 Bradley forks Suite 970
Nancyfurt, AR 48492", Male,21/11/1951, Other, Never-married, Adm-clerical,f,Not_in_family, Some-college,<=50K, United-States, Private,10.0,0.0,347803.0,20.0,0.0,1.624123115,1.508511427,80.4140625,36.98160535,5.892901682000001,0.623755762,38.23335572,68.9542381,68.0,1.0
477,Clyde Craig,"Unit 7861 Box 0934
DPO AP 96585", Male,1/11/1972, White, Never-married, Sales,f,Not_in_family, Bachelors,<=50K, United-States, Self-emp-inc,13.0,3325.0,175958.0,60.0,0.0,1.637756192,3.515557748,71.4765625,13.47993311,5.393193612999999,11.37696003,36.95287642,46.38506238,46.0,1.0
478,Lyle Opunui,"0203 Katherine Pines
North Melissastad, RI 85286", female,9/2/1964, White, Widowed, Sales,f,Other_relative, Some-college,<=50K, United-States, Private,10.0,0.0,143175.0,45.0,0.0,3.90405159,0.388677769,29.6796875,88.91889632,14.34673449,-0.33305685,47.11189035,65.80699923,55.0,1.0
479,Robert Mikowski,"936 Christina Road
Blakeside, NY 98950", Male,5/2/1966, White, Married-civ-spouse, transport-moving,f, Husband, HS-grad,<=50K, United-States, Self-emp-not-inc,9.0,0.0,162249.0,30.0,0.0,0.003224327,8.953383483,133.4921875,2.5794314380000003,-0.341446114,100.75081690000002,50.08196346,15.80904693,53.0,0.0
480,Arturo Noble,"PSC 9970, Box 9739
APO AE 75642", Male,22/11/1975, Black, Never-married, Machine-op-inspct,f,Not_in_family, HS-grad,<=50K, United-States, Private,9.0,0.0,188377.0,40.0,0.0,0.049617165,4.417688788,130.25,10.27591973,-0.6443857070000001,17.62861601,54.92822021,47.3776275,43.0,0.0
481,Michael Laughlin,"00530 Ramirez Curve Apt. 245
timothyhaven, AL 82778", female,29/3/1953, White, Never-married, Prof-specialty,f,Own_child, Bachelors,<=50K, United-States, State-gov,13.0,0.0,201569.0,20.0,0.0,0.8501844736562745,-0.062367311,8.2421875,13.815634680350989,3.51995953893099,-1.092932703,31.03494656,67.04329019,66.0,1.0
482,Hugh flores,"709 Hudson Squares Suite 416
Jenniferland, MA 63086", Male,6/8/1967, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,>50K, United-States, Private,9.0,99999.0,118798.0,40.0,0.0,-0.285120899,10.09280541,144.328125,1.989966555,-0.073859226,109.449737,51.63318782,17.61255917,52.0,0.0
483,Robert furness,"984 Jack Extension Suite 386
Pearsonstad, IA 84683", female,13/10/1979, White, Married-civ-spouse, Sales,f, Wife, Some-college,>50K, United-States, Self-emp-not-inc,10.0,0.0,152030.0,25.0,0.0,0.37485455,16.8027384,111.140625,0.821906355,1.218564508,313.5630811000001,44.16300318,11.48232123,40.0,0.0
484,Willie Brisson,"76510 Mike Way Apt. 082
New Steventon, CA 29570", Male,8/5/1964, White, Married-civ-spouse, Sales,f, Husband, Bachelors,>50K, United-States, Private,13.0,0.0,368561.0,55.0,0.0,0.369517807,8.520891954,100.3984375,2.649665552,0.901278265,74.55435958,39.28369172,21.38761187,55.0,1.0
485,Danny Dungey,"5683 Evans Park Apt. 225
Andersontown, MA 06762", female,10/3/1966, Black, Married-civ-spouse, Exec-managerial,t, Wife, Bachelors,>50K, United-States, Private,13.0,0.0,169324.0,35.0,0.0,0.37138638,8.778975914,102.4296875,2.340301003,0.051064392,91.11649891,47.89583156,16.4541142,53.0,0.0
486,Rodney Sabad,"PSC 9328, Box 5370
APO AE 70222", female,21/8/1970, White, Never-married, transport-moving,f,Not_in_family, HS-grad,>50K, United-States, State-gov,9.0,14344.0,108945.0,40.0,0.0,0.397432202,10.56549203,109.53125,1.85451505,0.759857062,130.7526862,42.93271216,14.73179069,49.0,0.0
487,William Hill,"Unit 2932 Box 6646
DPO AE 12426", Male,3/7/1951, Asian-Pac-Islander, Never-married, transport-moving,f, Own_child, Some-college,<=50K, United-States, Private,10.0,0.0,73266.0,40.0,0.0,0.021246827000000003,4.847933096,116.4375,7.177257525,-0.699649382,22.67291878,58.02811145,34.18612274,68.0,0.0
488,George Davenport,"3598 Michael Lane Apt. 628
East trevormouth, IN 79402", Male,19/1/1970, White, Divorced, Prof-specialty,f,Not_in_family, Prof-school,<=50K, United-States, Self-emp-not-inc,15.0,0.0,316093.0,40.0,1668.0,0.507350152,3.933973601,106.828125,10.09615385,0.315390332,14.80327057,45.78518274,38.98265138,49.0,0.0
489,James Day,"USCGC Bailey
fPO AE 53556", female,25/11/1966, Black, Never-married, Craft-repair,f,Own_child, 11th,<=50K, United-States, Private,7.0,0.0,201196.0,40.0,0.0,-0.454987055,10.25879532,100.459000499871,2.267558528,-0.298368893,125.5597143,55.46492945,16.11736795,53.0,0.0
490,Lawrence Bruce,"20124 Lisa forest Apt. 394
New Joshuaview, tN 71138", Male,28/1/1972, White, Married-civ-spouse, Craft-repair,f, Husband, Some-college,<=50K, United-States, Private,10.0,0.0,132326.0,40.0,0.0,0.098138556,7.913536367000001,113.15625,2.9924749160000004,-0.157556828,80.32510264,50.08359223,16.29624709,47.0,0.0
491,Robert Jones,"Unit 9871 Box 2077
DPO AP 68752", Male,21/8/1984, White, Divorced, Craft-repair,f, Not_in_family, Masters,<=50K, United-States, Private,14.0,0.0,132728.0,45.0,0.0,-0.297532083,0.17079125399999998,100.459000499871,83.0451505,-0.017460543999999998,-1.93157546,45.57387373,28.880607670569045,35.0,0.0
492,Robert Heard,"583 Wilson Walk
East James, OH 23368", Male,24/3/1982, White, Married-civ-spouse, Prof-specialty,f, Husband, Some-college,<=50K, United-States, Private,10.0,0.0,234901.0,40.0,0.0,0.272611806,-0.75401552,126.0234375,113.96655520000002,0.47405966,-1.281518223,45.66427502,76.54902391,37.0,0.0
493,Douglas Blanco,"722 Erica Canyon Apt. 127
New Leslie, WV 27592", female,5/2/1972, White, Never-married, Craft-repair,f,Own_child, 10th,<=50K, United-States, Private,6.0,0.0,280670.0,40.0,0.0,0.160420734,7.708200503,118.46875,3.413879599,-0.150358826,59.73388067,52.18266258,25.24091495,47.0,0.0
494,Richard Robinson,"656 Megan Islands Suite 803
Catherinebury, AR 06223", female,23/7/1964, White, Divorced, Adm-clerical,f,Not_in_family, HS-grad,<=50K, United-States, Private,9.0,0.0,153931.0,40.0,0.0,0.168802807,14.31635699,116.5,1.264214047,-0.681673757,239.8379829,59.14032571,12.54311989,55.0,0.0
495,Robert Baber,"08558 Michelle Loop
New Cheryl, PA 83527", Male,7/8/1951, Black, Never-married, Sales,f,Other_relative, Assoc-voc,<=50K, United-States, Private,11.0,0.0,224943.0,65.0,0.0,0.060506612,10.40860435,101.6640625,1.976588629,0.8332983740000001,113.1377025,42.11095414,18.67105106,68.0,0.0
496,Julian Davis,"75930 Jonathan Passage Suite 688
Port Jamie, NV 90007", female,21/3/1963, White, Never-married, Other-service,f,Own_child, 10th,<=50K, United-States, Private,6.0,0.0,114798.0,20.0,0.0,0.468714872,7.427084615,111.1171875,3.367056856,0.441924482,61.19071416,41.51799706,20.92988498,56.0,0.0
497,Brian taylor,"666 Cassie Knolls
South Richardfort, fL 38984", female,2/12/1968, White, Married-civ-spouse, Exec-managerial,f, Wife, Bachelors,>50K, United-States, State-gov,13.0,0.0,119421.0,35.0,0.0,0.108450925,7.266544832,117.3984375,4.023411371,-1.139068864,54.36523773,44.96269916349231,26.49849091,51.0,1.0
498,Kevin Schutt,"945 Cheryl Common Apt. 137
Meganberg, ND 40681", female,24/4/1957, White, Married-spouse-absent, Other-service,f, Unmarried, HS-grad,<=50K, United-States, State-gov,9.0,0.0,166744.0,20.0,0.0,0.933205992,0.252604354,85.203125,91.40133779,1.434064798,-1.714326737,47.06484214,28.880607670569045,62.0,1.0
499,Jared Domingo,"07888 Steve trail
Lake Jessicaburgh, WV 56340", Male,1/6/1972, White, Married-civ-spouse, Sales,f, Husband, Some-college,<=50K, United-States, Private,10.0,0.0,239450.0,40.0,0.0,1.797571445,16.43405227,76.671875,1.289297659,3.100705383,314.1971868,50.07230855,11.07083845,47.0,1.0
500,James Spaulding,"780 Andrew flats Apt. 653
North tracyfort, OH 55482", Male,8/12/1961, White, Married-civ-spouse, Exec-managerial,f, Husband, Bachelors,>50K, United-States, Private,13.0,0.0,100764.0,45.0,0.0,0.8501844736562745,0.741781287,9.234375,114.7934783,3.51995953893099,1.102280904,30.8046984,49.01487718,57.0,1.0
501,thomas Spader,"PSC 0326, Box 2630
APO AA 56623", Male,22/6/1956, White, Never-married, Craft-repair,f,Not_in_family, HS-grad,<=50K, United-States, Private,9.0,0.0,204536.0,35.0,0.0,1.002409008,4.451665136,90.65625,10.04264214,-0.008164540999999999,19.11656877,56.95494896,41.88905582,63.0,1.0
502,Michael Bruster,"533 Yvonne Drives Suite 954
Stephanieberg, SD 31605", Male,5/8/2016, White, Never-married, Craft-repair,f,Not_in_family, 12th,<=50K, United-States, Private,8.0,0.0,255969.0,48.0,0.0,-0.016764587,12.56895373,126.890625,1.474080268,0.284089175,207.7182262,44.18891164,11.9224149,3.0,0.0
503,Paul thomas,"9079 Potter Springs Apt. 247
West Debra, OR 67010", Male,18/10/1970, White, Never-married, Adm-clerical,f,Not_in_family, Some-college,<=50K, United-States, Private,10.0,0.0,44793.0,65.0,0.0,-0.05023288,8.099294824,145.234375,2.809364548,-0.12819270300000002,86.52401046,46.35840073,15.5567398,49.0,0.0
504,Calvin Bracken,"766 Park Locks
Adamton, NH 92513", Male,6/8/1969, White, Married-civ-spouse, Sales,f, Husband, Bachelors,>50K, United-States, Self-emp-inc,13.0,0.0,201763.0,50.0,0.0,1.093096134,9.389613296,69.2109375,2.345317726,4.435121802,91.75081705,35.25723604,20.20025961,50.0,1.0
505,Eduardo James,"07293 Jeffery fords
Lake Kaitlynhaven, OH 57964", Male,1/7/1979, White, Married-civ-spouse, Sales,f, Husband, HS-grad,<=50K, United-States, Self-emp-not-inc,9.0,0.0,163204.0,40.0,0.0,0.188093211,7.810566296,108.59375,3.223244147,1.0081367490000002,65.62648358,41.52341913,22.05426937,40.0,0.0
506,Antonio Lewis,"22808 Stephanie Mission
Bradfordbury, OK 40269", Male,4/10/1970, White, Married-civ-spouse, Craft-repair,f, Husband, Some-college,>50K, United-States, Private,10.0,0.0,415578.0,40.0,0.0,0.08528079,10.50352677,120.828125,1.903010033,0.096047661,120.0422756,45.05692743,17.23967262,49.0,0.0
507,Nick fried,"Unit 9169 Box 4422
DPO AP 27992", female,25/1/1992, White, Widowed, Adm-clerical,t,Not_in_family, Some-college,<=50K, United-States, Private,10.0,2050.0,541737.0,24.0,0.0,0.214721819,9.729833309,111.3046875,2.497491639,0.13989171,112.7796217,47.02983737,16.70742211,27.0,0.0
508,Carl fernandez,"Unit 3641 Box 7254
DPO AE 35143", female,12/10/1964, White, Never-married, Exec-managerial,f,Not_in_family, Assoc-acdm,>50K, United-States, Private,12.0,0.0,244402.0,40.0,0.0,0.471384668,8.445619819,98.359375,2.657190635,2.51355235,98.23046661,36.1809114,14.66400298,55.0,0.0
509,Hector free,"4470 Cuevas Path Apt. 566
East Kristinview, MS 34081", Male,9/12/1965, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,173243.0,40.0,0.0,-0.076692455,6.881114941,123.03125,4.3411371239999985,-0.6109445520000001,54.82275741,56.58620877,21.54389654,53.0,0.0
510,Noe Pfeiffer,"8513 Ward Divide
East Courtney, Mt 96436", female,1/4/1978, Black, Separated, Craft-repair,f, Unmarried, HS-grad,<=50K, United-States, Private,9.0,0.0,126098.0,40.0,0.0,0.213810302,12.60230455,103.21875,1.3795986619999998,-0.450497343,167.64005569999995,53.55238929,15.6908805,41.0,0.0
511,tracy Jones,"68421 Edward Circles
East Amber, WV 24456", Male,25/11/1967, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Local-gov,9.0,0.0,24824.0,40.0,0.0,-0.016642511999999998,6.325710117000001,134.9609375,4.735785953,-0.415690419,43.99398293,58.11241831,24.65352737,51.0,0.0
512,Vern Alvarez,"778 Carson Ridges
Moralesview, CA 91576", Male,27/6/1967, White, Married-civ-spouse, Sales,f, Husband, Some-college,<=50K, United-States, Private,10.0,0.0,350498.0,28.0,0.0,0.253963054,7.915987703,120.15625,3.372909699,0.33915706700000003,65.56476953,41.64741092,23.90392703,52.0,0.0
513,Chet Johnson,"Unit 0153 Box 6399
DPO AE 85615", female,25/1/1971, White, Married-civ-spouse, Adm-clerical,f, Wife, Some-college,<=50K, United-States, Private,10.0,0.0,245873.0,40.0,0.0,-0.29763664,8.70281817,131.0390625,2.441471572,-0.02057318,91.47717796,48.62458264,16.24758544,48.0,0.0
514,Michael Bloomfield,"5389 Dana Circle
Judymouth, LA 91062", Male,20/2/1970, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Local-gov,9.0,0.0,31339.0,40.0,0.0,-0.028381467,8.25431081,121.7421875,3.123745819,-0.378408405,80.68534971,52.62666952,18.69661152,49.0,0.0
515,Johnny Levey,"526 Lori River
East Danielville, DC 23714", Male,17/12/1962, White, Married-civ-spouse, Craft-repair,f, Husband, 9th,<=50K, United-States, Self-emp-not-inc,5.0,2635.0,241469.0,30.0,0.0,0.449803878,6.246001503,101.8359375,4.075250836,0.507436267,42.84267547,42.02338957,22.32766082,57.0,0.0
516,Gregory Lomack,"1880 thomas Common Apt. 553
East Erika, Ct 76989", Male,8/4/1956, White, Divorced, Craft-repair,f,Own_child, 9th,<=50K, United-States, Private,5.0,0.0,112660.0,35.0,0.0,0.310371745,9.358816573,107.625,2.355351171,0.635160914,111.1600972,43.40470885,14.9405728,63.0,0.0
517,thomas Kruse,"PSC 8775, Box 6545
APO AP 40748", Male,23/10/1982, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,180342.0,40.0,0.0,0.282526439,13.22879459,114.96875,1.269230769,-0.334320061,183.2165772,50.33760049,15.23800333,36.0,0.0
518,Martin Alford,"Unit 5414 Box 2352
DPO AE 25973", Male,1/6/1986, White, Married-civ-spouse, Exec-managerial,f, Husband, HS-grad,>50K, United-States, Self-emp-not-inc,9.0,0.0,80324.0,60.0,0.0,0.184282423,5.701894315,126.15625,5.31270903,-0.493655333,35.36358644,54.97534071,25.6966001,33.0,0.0
519,thomas Stone,"79462 Larry Summit Apt. 924
West Stephanie, MI 87240", female,16/3/1962, White, Separated, Other-service,f, Unmarried, 10th,<=50K, United-States, Private,6.0,0.0,205970.0,35.0,0.0,0.305397281,5.738389092999999,97.609375,5.632943144,1.4034024109999998,33.66772366,39.6009853,29.99194237,57.0,0.0
520,Donald Honda,"4141 Dalton Dam Apt. 536
Lake Melodyburgh, KS 84177", Male,11/6/1959, White, Never-married, Sales,f,Not_in_family, Some-college,<=50K, United-States, Private,10.0,0.0,194247.0,40.0,0.0,5.789227339,1.000054803,19.7890625,58.11371237,35.5201054,0.153420153,31.06385871,66.80839507,60.0,1.0
521,Craig Melendy,"59759 Nicole Roads
South Dannyland, VA 73275", female,12/12/1960, White, Divorced, Exec-managerial,f,Not_in_family, Some-college,<=50K, United-States, Private,10.0,0.0,250135.0,40.0,0.0,0.263537322,11.69513033,116.1328125,1.824414716,0.470200519,186.8785041,45.86791006,12.28388859,59.0,0.0
522,thomas Walker,"USCGC Johnson
fPO AE 23654", Male,6/12/1977, White, Married-civ-spouse, Sales,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,164938.0,40.0,0.0,-0.472205817,9.48966168,148.9140625,2.880434783,0.25629999,113.3978342,50.07151563,17.00127632,41.0,0.0
523,Cody Cook,"051 Makayla Shores Apt. 683
New Carolmouth, OK 90625", Male,28/10/1982, White, Married-civ-spouse, transport-moving,f, Husband, Some-college,>50K, United-States, Private,10.0,0.0,304504.0,45.0,1887.0,0.7190555890000001,9.591045392,89.0546875,2.341137124,2.06601089,98.91120941,39.55698196,19.03031414,36.0,0.0
524,Delbert Creasman,"1851 Church Ville Suite 350
Jonathanside, OH 57090", Male,21/8/1969, White, Married-civ-spouse, Exec-managerial,f, Husband, Bachelors,>50K, United-States, Private,13.0,15024.0,229029.0,48.0,0.0,0.20705385,-0.842091068,121.8515625,13.815634680350989,0.537036396,-1.157197306,40.39126798,28.880607670569045,50.0,0.0
525,Robert Rutan,"9137 Clark Stream
North Wendy, AR 77945", female,9/12/1971, White, Never-married, Prof-specialty,f,Not_in_family, Bachelors,<=50K, United-States, Local-gov,13.0,0.0,215245.0,37.0,0.0,-0.13811222,11.24565674,134.734375,1.702341137,-0.386839447,162.6596775,54.98657285,12.9425032,48.0,0.0
526,Andrew Schultz,"7989 Stephanie Stream Suite 693
South Gregory, LA 88905", Male,16/7/1977, White, Divorced, Craft-repair,f,Not_in_family, 10th,<=50K, United-States, Private,6.0,0.0,217120.0,50.0,0.0,-0.14477642,8.23340823,142.4765625,2.961538462,1.308325271,86.33066036,41.10333108,17.26708913,42.0,0.0
527,Sidney fisher,"68964 Duncan forge Apt. 360
Bethside, MA 78208", Male,12/2/1969, White, Married-civ-spouse, Prof-specialty,f, Husband, Doctorate,>50K, United-States, Private,16.0,0.0,456062.0,55.0,2415.0,0.392192856,8.416150846,107.9921875,2.602842809,0.232940905,78.00040274,44.00257381,18.8340391,50.0,0.0
528,Paul Yoshida,"8844 Robert Keys
Robersonbury, RI 39641", Male,13/6/1962, White, Never-married, Craft-repair,f,Not_in_family, Some-college,<=50K, United-States, Private,10.0,0.0,173851.0,40.0,0.0,1.396708211,3.1660815380000003,103.859375,17.25167224,4.715823254,9.150102861,35.46427216,51.62967282,57.0,1.0
529,Carl Leger,"95893 Snyder Hills Apt. 397
Gonzalezburgh, NJ 83553", Male,13/9/1960, White, Married-civ-spouse, transport-moving,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,138069.0,45.0,0.0,-0.077555837,9.80429499,141.28125,2.213210702,-0.091268595,118.1174687,43.54432682,15.38134624,59.0,0.0
530,Willie flowers,"85806 Liu Center Suite 124
New Davidchester, AZ 35099", female,10/9/1973, White, Divorced, Prof-specialty,f, Unmarried, Bachelors,<=50K, Cuba, Private,13.0,0.0,236784.0,8.0,0.0,1.02852671,5.246505462,78.8671875,6.534280936,4.438575083,27.10893309,36.85748972,33.06469278,46.0,1.0
531,George tidwell,"51704 Albert Vista Apt. 551
Littleborough, NH 60942", Male,8/2/1949, White, Married-civ-spouse, Prof-specialty,f, Husband, Bachelors,>50K, United-States, Private,13.0,0.0,177675.0,40.0,0.0,3.872871981,-0.426967836,29.578125,13.815634680350989,14.28549012,-0.984551471,42.28449209,74.70846325,70.0,1.0
532,Jeremy Benson,"76720 Ortiz Plains
Nelsontown, NV 27143", Male,16/12/1955, Asian-Pac-Islander, Never-married, Craft-repair,f,Not_in_family, Some-college,<=50K, Cambodia, Private,10.0,0.0,292472.0,45.0,1876.0,-0.095982255,6.1888226039999985,132.3359375,4.736622074,-0.417207108,38.89994399,52.27336161,27.72777419,64.0,0.0
533,Daryl Samuels,"402 Ruth Villages Suite 729
Jordanhaven, VA 65242", female,27/8/1967, White, Never-married, Exec-managerial,f, Unmarried, HS-grad,<=50K, United-States, federal-gov,9.0,0.0,90653.0,40.0,1380.0,0.058438341,8.85615992,118.953125,2.302675585,-0.485124053,93.84777191,50.77537226,16.67795572,52.0,0.0
534,Carson Brady,"373 Wells Point
North Sharon, LA 60656", Male,8/12/1966, White, Married-civ-spouse, Prof-specialty,f, Husband, Masters,>50K, United-States, State-gov,14.0,0.0,204461.0,50.0,0.0,1.298184844,-0.160468153,93.0859375,13.815634680350989,1.792965793,-1.586368761,51.14944821,28.880607670569045,52.0,1.0
535,Keith Harris,"48490 Ross Cliffs Suite 768
South Dianaview, AZ 48731", Male,29/9/1976, White, Never-married, Prof-specialty,f,Not_in_family, Bachelors,<=50K, United-States, Private,13.0,0.0,237928.0,39.0,0.0,-0.170875992,14.78409663,124.546875,0.980769231,-0.178759196,232.5089145,45.65784081,13.10749733,43.0,0.0
536,Larry Patterson,"238 Rachel Keys Suite 188
Amychester, Ct 34205", Male,27/12/1953, White, Married-civ-spouse, Sales,f, Husband, Assoc-voc,<=50K, United-States, Private,11.0,0.0,157941.0,45.0,0.0,0.517769798,14.57323849,98.40625,1.154682274,2.603733171,232.06656780000003,34.57677994,13.88800112,65.0,0.0
537,William Martin,"24560 Miranda Canyon
Lake Duanestad, Ct 85049", Male,24/5/1970, White, Married-civ-spouse, Exec-managerial,f, Husband, Some-college,>50K, United-States, Self-emp-inc,10.0,0.0,328466.0,50.0,0.0,0.192451012,13.37272802,116.6953125,1.415551839,0.551805051,232.95410730000003,46.3816637,11.60096261,49.0,0.0
538,Roy Colella,"7226 Green tunnel
North Lisa, NC 23945", female,14/5/1966, White, Never-married, Adm-clerical,f,Other_relative, HS-grad,<=50K, United-States, Private,9.0,0.0,222249.0,40.0,0.0,-0.08633835599999999,8.999812347,125.0078125,2.8352842810000003,-0.4317310720000001,95.50756698,51.78161717,17.44649132,53.0,0.0
539,Kevin Ruiz,"62421 Sandoval Creek
Matthewborough, MD 89386", Male,8/4/1990, White, Never-married, farming-fishing,f,Not_in_family, Assoc-voc,<=50K, United-States, Private,11.0,0.0,374883.0,50.0,0.0,0.358801307,9.160413494,114.2421875,2.525919732,0.210040675,86.79110885,45.83713459,21.43774912,29.0,0.0
540,Anthony Ladd,"403 Snow Spring Apt. 484
Jonathanview, NH 94792", Male,17/11/1959, White, Married-civ-spouse, Prof-specialty,f, Husband, Bachelors,>50K, United-States, Private,13.0,0.0,374524.0,40.0,0.0,0.244353229,18.9886514,114.375,0.739130435,-0.509419594,79.42211559209325,52.93790584,9.919349047999999,59.0,0.0
541,Herbert Spencer,"4403 Gina Groves
Deanfort, WY 24256", female,9/2/1954, White, Married-civ-spouse, Exec-managerial,f, Wife, HS-grad,<=50K, United-States, Private,9.0,0.0,130812.0,40.0,0.0,0.185076309,12.07630649,105.125,2.413879599,0.147250455,178.3394993,47.65173134,14.81096408,65.0,0.0
542,Eric finney,"061 Billy Ridge Apt. 346
Port Michaelfort, CA 12169", Male,29/2/1956, White, Married-civ-spouse, Craft-repair,f, Husband, Bachelors,>50K, United-States, Private,13.0,0.0,355890.0,55.0,0.0,0.5312845079999999,7.799635557999999,87.4453125,3.121237458,2.536336922,73.07249512,36.1692654,18.86870275,63.0,0.0
543,Brian Allen,"243 Michael Route
Mendezside, Mt 71419", Male,18/7/1963, Black, Married-civ-spouse, Exec-managerial,f, Husband, Assoc-voc,<=50K, United-States, Private,11.0,0.0,227399.0,40.0,0.0,0.386486255,4.726094845,118.609375,6.880434782999999,-0.391453476,22.1326697,53.196457,31.45280882,56.0,0.0
544,Steve Harris,"38558 Powell Square
New Johnton, fL 87251", Male,17/3/1968, White, Married-civ-spouse, transport-moving,f, Husband, Some-college,<=50K, United-States, Private,10.0,0.0,66304.0,45.0,0.0,5.727785457,0.603461049,17.5,98.8361204,33.62661951,-0.497938612,32.71276509,70.27478246,51.0,1.0
545,Santos Pierce,"89660 Katherine Ranch
North Blakeberg, Vt 99618", Male,7/7/1959, White, Married-civ-spouse, Prof-specialty,f, Husband, Masters,<=50K, United-States, Private,14.0,0.0,302406.0,55.0,0.0,-0.073382318,6.849874785,124.125,4.157190635,-0.585393085,48.52690135,53.20068139,26.10322396,60.0,0.0
546,Aaron Gann,"59685 thomas Extension Apt. 142
fieldsborough, Ut 17996", Male,22/9/1983, White, Married-civ-spouse, Sales,f, Husband, Bachelors,<=50K, United-States, Private,13.0,0.0,224889.0,40.0,0.0,-0.01611437,12.27011665,128.1875,1.683946488,-0.322559835,198.3546921,49.81508776,12.16994117,36.0,0.0
