,name,address,sex,date_of_birth,race,marital-status,occupation,pregnant,relationship,education,income,native-country,workclass,education-num,capital-gain,fnlwgt,hours-per-week,capital-loss,kurtosis_glucose,kurtosis_oxygen,mean_glucose,mean_oxygen,skewness_glucose,skewness_oxygen,std_glucose,std_oxygen,age,class
330,Daniel Miller,"7085 Smith Branch Apt. 021
Nguyenview, HI 64533", Male,2/5/1965, White, Never-married, Exec-managerial,f,Own_child, Assoc-acdm,<=50K, United-States, Private,12.0,0.0,236769.0,40.0,0.0,5.4526685289999985,0.6235382389999999,23.984375,88.47073579,32.17644209,0.044306412,30.68615943,65.77738106,54.0,1.0
331,Joseph Hendricks,"892 Pamela Way Suite 503
tiffanychester, MD 88995", Male,14/8/1963, White, Divorced, Adm-clerical,f,Not_in_family, Bachelors,<=50K, United-States, Private,13.0,0.0,156926.0,40.0,0.0,0.281246231,-2.092918114,119.8515625,13.815634680350989,-0.489726222,3.797505812,56.04784366,58.40864146,56.0,0.0
332,Mark Bennett,"352 Patrick Branch
Warrenstad, WI 40459", Male,10/4/1969, White, Married-civ-spouse, transport-moving,f, Husband, Some-college,<=50K, El-Salvador, Private,10.0,0.0,260782.0,45.0,1579.0,0.210954698,2.577829468,129.6796875,20.67056856,-0.53901735,5.149938828,55.5686419,56.49934297,50.0,0.0
333,Shaun Smith,"0540 Rivers Bypass
Port Shannon, RI 24531", female,1/5/1973, White, Widowed, Craft-repair,f, Unmarried, HS-grad,<=50K, United-States, Private,9.0,0.0,93318.0,40.0,0.0,0.224411522,7.184802117188757,120.65625,0.300167224,0.22957395,79.42211559209325,48.12020065,7.957518897000001,46.0,0.0
334,Charles Gonzales,"0230 Douglas Shoals Suite 063
Port Miranda, MI 89553", female,3/6/1963, Black, Married-civ-spouse, Adm-clerical,f, Wife, Some-college,<=50K, United-States, Private,10.0,0.0,156516.0,20.0,2377.0,0.8501844736562745,-0.477222296,28.375,13.815634680350989,3.51995953893099,-1.067880312,27.64931057,28.880607670569045,56.0,1.0
335,William Glover,"1002 Blake Ports Suite 194
East Michaelshire, Ut 04684", female,20/9/1978, White, Divorced, Adm-clerical,t, Unmarried, HS-grad,<=50K, United-States, Private,9.0,0.0,173271.0,40.0,0.0,-0.213840711,7.336194079,137.78125,3.642140468,-0.116116813,65.34279299,51.68185996,19.03483947,41.0,0.0
336,Bradley Williams,"Unit 8818 Box 1233
DPO AA 47299", female,4/4/1964, White, Widowed, Machine-op-inspct,f,Not_in_family, Some-college,<=50K, United-States, Self-emp-not-inc,10.0,0.0,201273.0,40.0,0.0,-0.35602980700000003,2.545658558,145.96875,21.94481605,-0.257552134,5.027885686,52.49909783,57.88950060000001,55.0,0.0
337,Vincent Miner,"041 Bobby Station Suite 872
Kennethton, MN 75730", female,14/2/1984, Black, Never-married, Craft-repair,f,Not_in_family, 10th,<=50K, United-States, Private,6.0,0.0,200862.0,35.0,0.0,0.5388321620000001,9.405835898,77.6015625,2.431438127,1.347517347,111.2104684,42.30476108,15.38223626,35.0,0.0
338,Jerome thompson,"80977 Bowman Run
East Gloria, NH 29552", Male,27/7/1970, White, Married-civ-spouse, Sales,f, Husband, Some-college,>50K, United-States, Private,10.0,0.0,145098.0,40.0,0.0,1.086364722,-1.081765182,71.984375,13.815634680350989,-0.5356664000000001,0.377426241,44.96269916349231,60.66234010000001,49.0,1.0
339,Brad Ortiz,"28422 Michael Underpass
Kevinstad, SC 30639", Male,21/12/1966, White, Married-civ-spouse, Protective-serv,f, Husband, HS-grad,<=50K, United-States, State-gov,9.0,0.0,321824.0,38.0,0.0,0.267240714,9.143229389,115.8671875,2.337792642,-0.041933829,98.37669958,51.4738057,16.32061533,52.0,0.0
340,Kurt Gutierrez,"13943 Susan Shoals Apt. 542
Mullenmouth, GA 30120", Male,28/12/1948, White, Married-civ-spouse, Prof-specialty,f, Husband, Bachelors,>50K, United-States, Private,13.0,15024.0,165922.0,40.0,0.0,2.875335669,7.373036537000001,57.4453125,3.996655518,12.16126995,54.98270763,35.75061376,27.60310539,71.0,1.0
341,Paul Mayoras,"9138 Bradley Loop Suite 228
Millsbury, PA 58573", female,14/1/1958, White, Never-married, Adm-clerical,f, Not_in_family, Assoc-acdm,<=50K, United-States, Private,12.0,0.0,340428.0,35.0,0.0,4.307838399,1.295862671,43.984375,46.1680602,23.46514359,0.834444663,31.09008694,64.45307087,61.0,1.0
342,Kenneth Valdes,"646 Alexandra Parks Suite 554
Clarkside, CO 84281", female,6/2/1975, White, Never-married, Prof-specialty,f,Not_in_family, Masters,<=50K, United-States, Private,14.0,0.0,204226.0,40.0,0.0,5.560033022000001,-0.33120071100000004,10.296875,13.815634680350989,33.30827255,-0.329801674,32.14599493,60.67493012,44.0,1.0
343,Bobby Walker,"1133 Michael Gateway Apt. 067
Noahland, IA 29675", Male,5/5/1963, White, Widowed, Craft-repair,f, Unmarried, HS-grad,<=50K, United-States, Private,9.0,0.0,169204.0,40.0,0.0,0.308897001,7.1810131,105.2265625,3.280936455,-0.080813419,63.0591858,52.33504067,17.66152417,56.0,0.0
344,David Rawlings,"30409 Samantha Junctions
tinaton, NH 45894", Male,27/9/1976, White, Married-civ-spouse, Adm-clerical,f, Husband, HS-grad,>50K, United-States, Private,9.0,0.0,304651.0,45.0,0.0,-0.396509665,8.947841789,100.459000499871,2.8603678930000003,0.527135287,93.99852534,44.0227318,18.86591664,43.0,0.0
345,Brandon Harrington,"2078 Ramos Points
Dawnstad, CO 58147", female,18/1/1974, White, Never-married, Sales,f, Unmarried, 10th,<=50K, United-States, Private,6.0,0.0,309504.0,24.0,0.0,0.028863252,13.10147349,139.75,1.392140468,-0.3736472320000001,209.9568599,56.00013951,12.23881259,45.0,0.0
346,Scott Young,"3319 Jordan Skyway Apt. 704
North Aaron, DE 79441", female,6/12/1963, Black, Never-married, Machine-op-inspct,f,Not_in_family, Assoc-acdm,>50K, United-States, Private,12.0,10520.0,179117.0,50.0,0.0,0.044329671,6.024637359,116.40625,4.826086957,0.8771002529999999,38.02722289,45.71795967,26.55265209,55.0,0.0
347,Robin Gautreaux,"335 Steven Loaf Suite 070
New Shawnbury, SC 43836", Male,14/10/1973, White, Married-civ-spouse, Exec-managerial,f, Husband, Masters,>50K, United-States, Private,14.0,0.0,110457.0,55.0,0.0,-0.13382715,12.481406,135.515625,1.2909699,-0.256589389,188.3604535,52.4416319,12.60364199,46.0,0.0
348,George Soto,"73933 Kevin Coves Suite 868
Douglasfurt, NJ 79644", Male,9/11/1948, White, Married-civ-spouse, Craft-repair,f, Husband, Bachelors,>50K, United-States, Local-gov,13.0,0.0,173938.0,50.0,0.0,2.119994577,2.8855919830000003,69.6640625,17.56688963,8.597450881,7.547988962000001,36.82481274,48.91450162,70.0,1.0
349,Ralph Yoder,"838 Melissa Dam Suite 147
Port Rhonda, NC 77341", Male,2/4/1979, White, Divorced, Adm-clerical,f,Not_in_family, Some-college,>50K, United-States, federal-gov,10.0,0.0,172571.0,40.0,0.0,0.001541051,7.717006564,125.9296875,2.880434783,-0.160829991,75.54741412,50.47712718,16.49165955,40.0,0.0
350,Andrew Yarbrough,"652 Crystal Roads Apt. 929
Lake Margaret, MD 78848", female,6/12/1967, White, Divorced, Other-service,f, Unmarried, HS-grad,<=50K, United-States, Private,9.0,0.0,159303.0,40.0,0.0,0.047930857,7.415103766,124.2734375,3.225752508,-0.524675873,80.4106852,53.45306277,15.25576394,51.0,0.0
351,Steve Carney,"987 Darryl Island
Jacobview, ID 70800", female,17/1/1967, White, Divorced, Other-service,f, Unmarried, HS-grad,<=50K, United-States, Private,9.0,0.0,118551.0,80.0,0.0,0.593838128,9.975911964,96.671875,1.900501672,0.859473389,109.5989561,46.40263822,16.46363073,52.0,0.0
352,Robert Lackey,"9788 Greg Port
East Richardburgh, MO 77774", female,14/6/1975, Black, Never-married, Machine-op-inspct,f, Unmarried, Assoc-voc,<=50K, United-States, Private,11.0,0.0,221324.0,40.0,0.0,0.891819809,7.978906724,107.25,3.740802676,0.254157798,68.01489165,52.22397677,23.02869464,44.0,0.0
353,Raymundo Marceau,"Unit 2761 Box 1368
DPO AP 88714", Male,13/9/1972, White, Never-married, Prof-specialty,f,Not_in_family, Bachelors,<=50K, United-States, Private,13.0,0.0,43475.0,40.0,0.0,2.675793254,3.161199739,72.3984375,17.67391304,11.95903647,9.063753072999999,31.99104851,50.81199219,47.0,1.0
354,Dana Guajardo,"915 David Dam Apt. 960
Lake Brian, ND 78766", female,7/2/1970, White, Never-married, Other-service,f,Own_child, Some-college,<=50K, United-States, Private,10.0,0.0,205218.0,20.0,0.0,0.492078922,9.929395865,108.0859375,2.665551839,0.690068624,111.5276721,44.33607929,18.0912824,49.0,0.0
355,Jimmy Cummings,"910 David Park Apt. 940
Marshtown, VA 24560", Male,19/3/1984, White, Never-married, Machine-op-inspct,f,Not_in_family, HS-grad,<=50K, United-States, Private,9.0,0.0,421065.0,48.0,0.0,0.267046214,4.668644968,118.328125,8.923913042999999,-0.4520062070000001,20.78309767,52.67932312,41.0478153,35.0,0.0
356,Marco Haney,"87996 Meghan Estate
Grosschester, AR 75965", Male,13/9/1959, White, Married-civ-spouse, Machine-op-inspct,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,238068.0,40.0,0.0,0.275735136,10.83796123,106.6640625,1.75,0.335119248,137.75739730000004,43.44218092,14.47672131,60.0,0.0
357,Melvin Merson,"USNS Rogers
fPO AA 04641", Male,21/11/1960, White, Married-civ-spouse, Sales,f, Husband, HS-grad,>50K, United-States, Private,9.0,0.0,188330.0,40.0,0.0,-0.119416596,6.699310866,136.265625,3.948160535,0.448959081,48.7276373,42.35793985,23.40887809,58.0,0.0
358,tomas Clemons,"136 Cooper Courts
New Rebecca, CO 32189", female,8/7/1967, White, Divorced, Adm-clerical,f, Not_in_family, Some-college,<=50K, United-States, Private,10.0,0.0,335248.0,40.0,0.0,3.741482086,0.92067286,57.0546875,64.13628763,19.397212600000003,-0.302759175,30.85634776,75.11738186,52.0,1.0
359,Joseph Williams,"4283 Acosta Club Suite 344
North Adamville, tN 97575", female,2/1/1985, Amer-Indian-Eskimo, Never-married, Prof-specialty,f,Not_in_family, Bachelors,<=50K, United-States, federal-gov,13.0,0.0,40808.0,43.0,0.0,-0.205391759,12.25761396,140.328125,1.601170569,-0.402983824,187.509478,48.9462571,12.93515983,34.0,0.0
360,Don Bruce,"5279 Zachary forges
North Sonya, KY 55200", female,2/10/1981, White, Married-civ-spouse, Craft-repair,f,Not_in_family, HS-grad,<=50K, United-States, Private,9.0,0.0,186805.0,35.0,0.0,5.032562543,2.168063783,29.84375,31.590301,32.10654285,4.049629529,28.884316,59.16753358,38.0,1.0
361,Wallace Brooks,"222 Knight Loop
Port Christina, NM 10958", Male,26/5/1969, White, Married-civ-spouse, Craft-repair,f, Husband, Some-college,>50K, United-States, Private,10.0,0.0,194698.0,40.0,0.0,0.451007408,8.149804354,94.5078125,2.955685619,-0.045750658,74.84091639,47.92865728,19.55608202,50.0,0.0
362,Keith Holcomb,"83506 Daisy Pike Suite 497
West Jacobberg, NJ 09999", Male,6/4/1987, White, Never-married, Sales,f,Not_in_family, Bachelors,>50K, United-States, Private,13.0,0.0,176683.0,50.0,0.0,-0.159294187,11.41044614,125.046875,1.921404682,0.388452494,179.6979477,45.14003548,12.34450482,32.0,0.0
363,Steven Rowland,"69450 Shannon Ridge Apt. 281
Johnstad, ND 04122", female,26/11/1971, Black, Married-civ-spouse, Adm-clerical,f, Wife, Some-college,>50K, United-States, Private,10.0,0.0,599629.0,40.0,0.0,-0.097539534,8.85201979,132.890625,2.633779264,0.72805016,96.2484574,41.22427879,16.43003804,47.0,0.0
364,timothy frick,"705 Michael Oval Suite 578
Aliciafurt, NV 65209", Male,2/6/1957, White, Married-civ-spouse, Craft-repair,f,Other_relative, Bachelors,<=50K, United-States, Private,13.0,0.0,381965.0,40.0,0.0,-0.050608503,8.76785922,121.6015625,2.865384615,0.23947328,91.76809963,46.9558203,17.19836382,62.0,0.0
365,Michael Isaac,"33733 Savannah Green Apt. 467
East Daniel, CA 18527", Male,27/7/1970, White, Never-married, Other-service,f,Own_child, Some-college,<=50K, United-States, Private,10.0,0.0,109869.0,40.0,0.0,-0.135232464,14.44379461,132.640625,1.31187291,-0.266753291,285.4444751000001,50.28213127,10.69400605,49.0,0.0
366,Nathan Gray,"867 Barrett Dale Apt. 670
Donaldchester, NH 07371", female,30/7/1973, White, Divorced, Sales,f,Not_in_family, HS-grad,<=50K, United-States, Private,9.0,0.0,116933.0,33.0,0.0,0.741784997,13.62366344,90.8984375,1.176421405,3.722913751,225.2749199,33.0961761,11.93263474,46.0,0.0
367,Greg Mcbride,"3896 Stacey Prairie
Port Anthonyfort, MO 86404", Male,9/7/1973, White, Divorced, Handlers-cleaners,f,Not_in_family, HS-grad,>50K, United-States, Local-gov,9.0,0.0,166497.0,40.0,0.0,3.62537295,0.6342300439999999,31.578125,75.03010033,13.25024776,-0.405640647,43.34303746,68.23007823,46.0,1.0
368,Christopher Lopez,"569 Rivera Shores
North Shane, KY 63052", Male,18/10/1982, White, Never-married, Other-service,f,Own_child, 12th,<=50K, United-States, Private,8.0,0.0,350995.0,16.0,0.0,-0.227009471,6.274048303,136.78125,4.948996656,0.188787493,39.19509429,46.9715568,29.91484415,37.0,0.0
369,Samuel Lauffer,"30043 Bruce Hills Apt. 402
Stacyhaven, WI 18951", Male,9/8/1975, White, Never-married, transport-moving,f,Own_child, Some-college,<=50K, United-States, Private,10.0,0.0,408383.0,40.0,0.0,5.035193948,0.679560035,24.3359375,69.59531773,24.95384217,-0.59486863,38.91482633,74.80086235,44.0,1.0
370,Harry Stowman,"15673 Elizabeth fork Suite 835
Johnfort, WI 67288", Male,16/3/1976, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,77219.0,37.0,0.0,1.960779368,7.011637784,68.125,3.966555184,7.421007114,51.40636142,35.69948354,24.98589338,43.0,1.0
371,Dylan Johnson,"25641 ford Green Apt. 015
Steventon, OK 59715", Male,20/12/1970, Asian-Pac-Islander, Married-civ-spouse, Adm-clerical,f, Husband, HS-grad,<=50K, trinadad&tobago, Private,9.0,0.0,123031.0,48.0,0.0,-0.017768148,8.121868645,112.1484375,3.025919732,1.332388709,68.5016454,38.97196305,22.34332662,48.0,0.0
372,thomas taylor,"31413 Johnny Groves Suite 668
Hooverfort, Vt 66119", female,16/5/1964, White, Never-married, Machine-op-inspct,f,Own_child, Some-college,<=50K, United-States, Private,10.0,0.0,240517.0,70.0,0.0,0.111973564,5.559184745,127.25,6.393812709,0.30349472,30.62363238,45.39909828,33.97059414,55.0,1.0
373,David Humphrey,"20506 Cooper Meadows
Curtisberg, WA 72185", female,10/7/1979, Other, Widowed, Machine-op-inspct,f, Unmarried, 7th-8th,<=50K, Dominican-Republic, Private,4.0,0.0,247119.0,40.0,0.0,0.074768541,10.23880715,117.9453125,2.090301003,0.378244993,144.04714669999996,43.92719627,13.16172391,40.0,0.0
374,Virgil Selman,"46290 Ramirez Plain
New Michael, Vt 96293", Male,16/4/1964, White, Married-civ-spouse, Exec-managerial,f, Husband, Some-college,>50K, United-States, Private,10.0,0.0,106113.0,40.0,0.0,0.599173734,8.851215769,87.125,2.336956522,2.821823504,85.03125553,35.84079379999999,18.29887524,55.0,0.0
375,Scott Breeding,"5249 Deanna Gardens Suite 614
South Breanna, NM 14463", female,26/8/1965, Black, Never-married, Craft-repair,f,Own_child, HS-grad,<=50K, United-States, Private,9.0,0.0,183327.0,20.0,1594.0,0.407708092,-0.181153197,104.609375,111.4657191,0.5695637929999999,-1.603468336,41.74349395,28.880607670569045,54.0,0.0
376,Martin Jenkins,"48011 trevino Keys
East Natashaville, AK 66386", Male,6/8/1961, White, Married-civ-spouse, Craft-repair,f, Husband, 9th,<=50K, Mexico, Private,5.0,0.0,445940.0,40.0,0.0,1.167883045,3.899759477,92.671875,11.81354515,2.922436433,14.78652848,42.18858506,42.10203624,58.0,1.0
377,Clyde Craig,"7586 Kara Spring
Suzanneside, IA 81790", Male,18/7/1954, White, Married-civ-spouse, Sales,f, Husband, Some-college,<=50K, United-States, Self-emp-inc,10.0,0.0,155761.0,8.0,0.0,0.34974362,7.0067098639999985,101.140625,4.04180602,0.15240414,52.55122493,47.70788954,24.3961849,65.0,0.0
378,Lyle Opunui,"188 Williams Brook Apt. 963
West Morgan, fL 59210", Male,7/7/1986, White, Married-civ-spouse, Prof-specialty,f, Husband, Bachelors,>50K, United-States, Local-gov,13.0,0.0,370045.0,40.0,0.0,0.265020165,14.40325878,118.1875,1.108695652,0.937360567,265.5501099,42.386936,11.06048548,33.0,0.0
379,Robert Mikowski,"3083 taylor Hollow Apt. 556
Alyssamouth, AR 66616", Male,11/1/1969, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,224849.0,40.0,0.0,0.055580418,3.054602059,128.234375,16.43979933,-0.552966235,7.943782187,56.42548798,51.50140974,50.0,0.0
380,Arturo Noble,"61363 Chelsea freeway Apt. 845
New Lindaberg, NY 41462", Male,12/12/1980, White, Separated, Adm-clerical,f,Not_in_family, HS-grad,<=50K, United-States, Private,9.0,0.0,416415.0,45.0,0.0,-0.225664412,7.924418455,146.484375,3.053511706,0.083645833,77.15293022,49.30928925,17.21622706,38.0,0.0
381,Michael Laughlin,"50506 Robert Shoal Suite 554
North Lisa, OR 24199", Male,21/11/1968, White, Never-married, transport-moving,f,Not_in_family, 5th-6th,<=50K, Columbia, Private,3.0,0.0,158333.0,40.0,0.0,0.227005884,11.24665884,115.1796875,1.6822742469999998,0.004989592,132.8717857,45.48959936,16.77958786,50.0,0.0
382,Hugh flores,"10871 Warner Shoals
Bradleyland, AR 94965", Male,30/4/1966, White, Married-civ-spouse, Other-service,f, Husband, HS-grad,>50K, United-States, Private,9.0,0.0,190786.0,40.0,0.0,0.210947674,4.926029666,131.2109375,6.445652174,-0.41093587,24.94549564,53.13979975,28.92539515,53.0,0.0
383,Robert furness,"3064 Dennis Pike
South Sabrina, LA 29812", female,23/7/1960, White, Divorced, Prof-specialty,f, Unmarried, Assoc-voc,>50K, United-States, State-gov,11.0,0.0,183486.0,56.0,0.0,0.12577995,8.115280721,110.3125,2.795150502,-0.524293998,68.87165040000001,49.36103442,20.92131324,59.0,0.0
384,Willie Brisson,"USCGC Richardson
fPO AP 33944", Male,4/12/1972, Black, Married-civ-spouse, transport-moving,f, Husband, Assoc-voc,<=50K, United-States, Private,11.0,0.0,279881.0,40.0,0.0,-0.087587465,12.57440664,130.046875,1.3361204009999998,-0.148115654,170.88350400000004,46.99449093,15.02030063,47.0,0.0
385,Danny Dungey,"9504 Wong Rest
Parksport, tN 71782", Male,12/3/1953, White, Married-civ-spouse, Craft-repair,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,204046.0,40.0,0.0,1.137550576,5.746348061,83.546875,4.901337793,2.754443292,32.98390615,39.70021634,27.32864457,66.0,1.0
386,Rodney Sabad,"87885 Berry Union Apt. 321
Harrisonland, NV 05908", Male,3/2/1976, White, Married-civ-spouse, Prof-specialty,f, Husband, Masters,>50K, United-States, Private,14.0,0.0,156192.0,45.0,0.0,0.454800604,6.8127970489999985,99.671875,3.905518395,0.669216687,47.69430021,46.41862998,24.8265273,43.0,0.0
387,William Hill,"0013 Gonzalez trail Suite 078
West Laura, LA 59978", Male,29/12/1967, White, Married-civ-spouse, Exec-managerial,f, Husband, Some-college,>50K, United-States, Self-emp-inc,10.0,10605.0,182131.0,20.0,0.0,0.09929354,0.5957441170000001,114.1328125,53.17558528,-0.21227264,-1.3737479119999998,54.59071737,68.37086017,51.0,0.0
388,George Davenport,"45762 Hayley Ramp Apt. 282
New Carrie, RI 61372", Male,15/5/1959, White, Married-civ-spouse, Exec-managerial,f, Husband, Assoc-voc,>50K, United-States, Private,11.0,15024.0,124973.0,50.0,0.0,4.417853463999999,2.566038446,42.8203125,23.24331104,23.83558653,6.1804209000000006,33.40481664,52.00566116,60.0,1.0
389,James Day,"1179 Mark Manor
West Amytown, HI 28812", Male,8/12/1978, White, Separated, tech-support,f,Not_in_family, Some-college,<=50K, United-States, State-gov,10.0,0.0,174171.0,12.0,0.0,0.127064776,8.732189124,117.984375,2.6103678930000003,-0.381852612,108.0942551,47.75997677,14.16796139,40.0,0.0
390,Lawrence Bruce,"88894 Lewis Viaduct Apt. 623
Aprilfurt, LA 15837", Male,7/6/1984, White, Married-civ-spouse, Handlers-cleaners,f, Husband, Bachelors,<=50K, United-States, Private,13.0,0.0,113750.0,40.0,0.0,0.410791543,7.920423264,109.1640625,2.682274247,0.224934584,74.46179408,48.31339381,17.15118843,35.0,0.0
391,Robert Jones,"525 Samantha Dale Suite 490
Port Sydneyfurt, NV 23692", female,11/8/1960, Other, Separated, Machine-op-inspct,f, Unmarried, HS-grad,<=50K, United-States, Private,9.0,0.0,136687.0,40.0,0.0,0.241887172,2.504856257,123.6796875,21.70568562,-0.470348603,4.645266795,54.93517964,59.02141214,59.0,0.0
392,Robert Heard,"491 Oneill Highway Suite 183
New Deborahfort, NJ 70931", female,5/9/1969, White, Divorced, Sales,f,Not_in_family, Some-college,<=50K, United-States, Private,10.0,0.0,97355.0,60.0,0.0,0.3951135,17.24072051,116.0703125,0.7775919729999999,0.4221459420000001,312.3939873,44.7817945,12.08065286,50.0,0.0
393,Douglas Blanco,"02414 Ashley trail Suite 399
North Austin, Mt 24385", Male,30/6/1965, White, Never-married, Prof-specialty,f,Not_in_family, Masters,<=50K, United-States, Local-gov,14.0,0.0,287320.0,40.0,0.0,0.506761001,-0.269135042,106.9765625,69.14297659,-0.419570329,-1.582771137,53.75181172,57.58330123,54.0,0.0
394,Richard Robinson,"8754 Goodman Cliffs
South Christopherland, NY 05227", Male,22/8/1942, White, Married-civ-spouse, Prof-specialty,f, Husband, Masters,>50K, United-States, Private,14.0,99999.0,77005.0,40.0,0.0,5.168639905,1.093188772,35.6171875,58.40635452,29.04602353,0.323029453,33.15237574,69.24761995,77.0,1.0
395,Robert Baber,"90558 Cindy Lodge
Jamesberg, NE 05383", female,1/12/1955, White, Married-civ-spouse, Craft-repair,f, Wife, Bachelors,>50K, United-States, Private,13.0,0.0,216479.0,24.0,0.0,0.4455508620000001,10.42274842,112.90625,1.705685619,0.3911644070000001,116.8602088,47.73370754,16.14328612,63.0,1.0
396,Julian Davis,"81111 Harris Place Apt. 942
Lake Mary, CA 04047", female,14/6/1957, White, Never-married, Sales,f, Unmarried, HS-grad,<=50K, Peru, Private,9.0,0.0,206815.0,40.0,0.0,0.050715003,7.049998329,120.1015625,4.076086957,-0.002818045,49.69810711,47.97115667,27.86803104,62.0,0.0
397,Brian taylor,"9517 Lee Creek Suite 079
South Stevenbury, NV 89317", female,25/6/1987, White, Divorced, Handlers-cleaners,f,Not_in_family, HS-grad,<=50K, United-States, Private,9.0,0.0,188917.0,40.0,0.0,0.257208357,8.235821643,122.875,3.2006688960000003,-0.605215449,83.35886506,57.53694465,17.7668343,32.0,0.0
398,Kevin Schutt,"434 Wallace Divide
Lindamouth, ME 89842", Male,5/7/1980, White, Married-civ-spouse, Craft-repair,f, Husband, 10th,>50K, United-States, Private,6.0,0.0,160786.0,35.0,0.0,0.003571563,10.20066563,130.03125,2.160535117,-0.619413393,130.7025902,53.61799743,14.5989639,39.0,0.0
399,Jared Domingo,"93563 Bonnie Springs
Wilsonside, Ct 85294", Male,16/10/1953, White, Married-civ-spouse, Prof-specialty,f, Husband, Prof-school,<=50K, United-States, federal-gov,15.0,0.0,105138.0,55.0,0.0,-0.135262855,4.560107907,144.40625,10.16889632,-0.5158904910000001,19.9702367,57.57053249,42.51163408,66.0,0.0
400,James Spaulding,"Unit 4032 Box 0747
DPO AA 59706", Male,30/3/1948, White, Married-civ-spouse, Exec-managerial,f, Husband, Some-college,>50K, United-States, Private,10.0,15024.0,338816.0,45.0,0.0,0.286493127,12.19246453,105.7890625,1.522575251,-0.009338174,169.8507761,49.69432379999999,14.80063698,71.0,0.0
401,thomas Spader,"60393 Pena Gardens
East Nancy, SD 64604", Male,9/4/1945, White, Married-civ-spouse, Exec-managerial,f, Husband, Some-college,>50K, United-States, Self-emp-not-inc,10.0,0.0,200825.0,30.0,0.0,3.407176389,1.508049573,31.5078125,50.03762542,10.56814086,1.452347975,50.32503665,62.76227449,74.0,1.0
402,Michael Bruster,"937 Edwards Rapid Suite 847
Matthewchester, CO 77047", female,25/1/1970, White, Never-married, Exec-managerial,f,Own_child, Bachelors,<=50K, United-States, Private,13.0,3325.0,114158.0,10.0,0.0,0.39334188,4.507979076,109.625,7.655518395,0.400884056,21.71686729,47.07656662,30.2410062,49.0,0.0
403,Paul thomas,"197 Ross Passage
Port Jamesfort, NH 08829", Male,4/8/1991, White, Married-civ-spouse, Machine-op-inspct,f, Husband, HS-grad,<=50K, United-States, Private,9.0,0.0,239755.0,40.0,0.0,0.203115505,7.565893484,114.046875,3.281772575,0.12580835199999998,60.40451674,50.13666625,22.38351569,28.0,0.0
404,Calvin Bracken,"Unit 8575 Box 6921
DPO AE 94504", Male,1/12/1966, Black, Never-married, Prof-specialty,f,Not_in_family, Bachelors,<=50K, United-States, Private,13.0,0.0,469864.0,40.0,0.0,0.199631037,8.732392463,124.59375,2.679765886,-0.277464154,78.48667998,48.55722100000001,21.73522545,53.0,0.0
405,Eduardo James,"41737 Pamela Highway
East Christine, CA 06075", Male,19/4/1985, Asian-Pac-Islander, Never-married, farming-fishing,f,Own_child, HS-grad,<=50K, United-States, Private,9.0,0.0,112847.0,40.0,0.0,-0.110786611,8.923309217,126.4453125,2.857859532,-0.23540978,89.75251709999998,52.11507828,19.12495953,34.0,0.0
406,Antonio Lewis,"6166 Lisa Station Suite 305
Ayalaside, ME 25065", female,30/9/1976, Amer-Indian-Eskimo, Never-married, Prof-specialty,f,Not_in_family, Bachelors,<=50K, United-States, Local-gov,13.0,3325.0,66824.0,43.0,0.0,0.207396092,8.099830893,101.5078125,3.378762542,0.366994265,71.63292347,41.66852006,20.62719372,43.0,0.0
407,Nick fried,"603 Howard Mall
Port Jeremiah, Ct 64320", Male,8/9/1968, White, Married-civ-spouse, Craft-repair,f, Husband, Some-college,<=50K, United-States, Private,10.0,0.0,277533.0,40.0,0.0,0.19946185,17.49546302,120.6484375,0.872073579,0.451626756,79.42211559209325,43.35781177,10.04377656,51.0,0.0
408,Carl fernandez,"PSC 2153, Box 2576
APO AP 78353", Male,28/12/1985, White, Married-civ-spouse, Machine-op-inspct,f, Husband, Some-college,<=50K, United-States, Private,10.0,0.0,167440.0,44.0,0.0,0.8501844736562745,1.750623628,29.203125,48.89882943,3.51995953893099,2.7350249410000003,28.97718914,58.77825769,33.0,1.0
409,Hector free,"USCGC Rivera
fPO AE 57924", Male,15/6/1955, White, Married-civ-spouse, Sales,f, Husband, Bachelors,>50K, United-States, Private,13.0,3103.0,278637.0,45.0,0.0,0.087590493,5.9629765,107.8046875,5.111204013,-0.5597919579999999,36.20113438,52.81099237,28.45101126,64.0,0.0
410,Noe Pfeiffer,"Unit 0201 Box 3609
DPO AP 07170", female,22/5/1970, Black, Widowed, Machine-op-inspct,f, Unmarried, HS-grad,<=50K, United-States, Private,9.0,0.0,256953.0,44.0,0.0,0.049779493,7.181384025,129.375,3.60451505,0.506330188,56.85662961,44.56841651,21.13303805,49.0,0.0
411,tracy Jones,"5889 Samantha fork
Collinsstad, NJ 75923", Male,16/2/1987, White, Married-civ-spouse, Exec-managerial,f, Husband, Bachelors,>50K, United-States, Private,13.0,0.0,121424.0,55.0,0.0,-0.118351409,4.32729115,130.9375,9.060200669,-0.316471663,18.32498769,52.80014648,37.67134395,32.0,0.0
